embark_ID,Accession_num,Artist,Printer,Title,Year_Made,Year_Acqd,Media,Media_AAT,Dimensions,Label,Credit_Line,Notes
4112,1995.058,Alex Katz,,"Study for ""Summer Triptych""",1990,1995,Oil on masonite,"oil paint (paint) AAT:(300015050), Masonite (TM) AAT:(300014205)",20 in. x 5 3/4 in. (50.8 cm x 14.61 cm),,Gift of the Artist,
4113,1995.059,Alex Katz,,Trees Against Blue Sky,1987,1995,Oil on masonite,"oil paint (paint) AAT:(300015050), Masonite (TM) AAT:(300014205)",12 1/4 in. x 24 in. (31.12 cm x 60.96 cm),,Gift of the Artist,
4114,1995.060,Alex Katz,,"Provincetown, Late Afternoon",1971,1995,Collage and oil on paper on masonite,"collages (visual works) AAT:(300033963), oil paint (paint) AAT:(300015050), paper (fiber product) AAT:(300014109), Masonite (TM) AAT:(300014205)",17 5/8 in. x 23 5/8 in. (44.77 cm x 60.01 cm),,Gift of the Artist,
4115,1995.061,Alex Katz,,Double Portrait with Frames,1960,1995,Oil on masonite,"oil paint (paint) AAT:(300015050), Masonite (TM) AAT:(300014205)",20 in. x 31 1/2 in. (50.8 cm x 80.01 cm),,Gift of the Artist,
4116,1995.062,Alex Katz,,Track Jacket,1956,1995,Oil on masonite,"oil paint (paint) AAT:(300015050), Masonite (TM) AAT:(300014205)",24 in. x 18 in. (60.96 cm x 45.72 cm),,Gift of the Artist,
4117,1995.063,Alex Katz,,Ada in Black Sweater,1957,1995,Oil on masonite,"oil paint (paint) AAT:(300015050), Masonite (TM) AAT:(300014205)",24 in. x 18 in. (60.96 cm x 45.72 cm),,Gift of the Artist,
4118,1995.064,Alex Katz,,Self Portrait,ca. 1946,1995,Oil on canvas,"oil paint (paint) AAT:(300015050), canvas AAT:(300014078)",30 in. x 18 in. (76.2 cm x 45.72 cm),,Gift of the Artist,
4119,1995.066,Alex Katz,,Cane Chair,1950,1995,Oil on masonite,"oil paint (paint) AAT:(300015050), Masonite (TM) AAT:(300014205)",20 in. x 18 in. (50.8 cm x 45.72 cm),,Gift of the Artist,
4120,1995.067,Alex Katz,,Lincolnville Landscape with Tree,1956,1995,Oil on masonite,"oil paint (paint) AAT:(300015050), Masonite (TM) AAT:(300014205)",28 in. x 36 in. (71.12 cm x 91.44 cm),,Gift of the Artist,
4121,1995.068,Alex Katz,,Clamdiggers At Ducktrap,1956,1995,Oil on masonite,"oil paint (paint) AAT:(300015050), Masonite (TM) AAT:(300014205)",30 in. x 40 in. (76.2 cm x 101.6 cm),,Gift of the Artist,
4122,1995.069,Alex Katz,,Jean,1953,1995,Oil on masonite,"oil paint (paint) AAT:(300015050), Masonite (TM) AAT:(300014205)",48 in. x 34 in. (121.92 cm x 86.36 cm),,Gift of the Artist,
4123,1995.070,Alex Katz,,Vincent and Ada At Ducktrap,1961,1995,Oil on masonite,"oil paint (paint) AAT:(300015050), Masonite (TM) AAT:(300014205)",33 in. x 37 1/8 in. (83.82 cm x 94.3 cm),,Gift of the Artist,
4124,1995.071,Alex Katz,,Road,1962,1995,Oil on canvas,"oil paint (paint) AAT:(300015050), canvas AAT:(300014078)",49 3/4 in. x 57 1/2 in. (126.37 cm x 146.05 cm),,Gift of the Artist,
4125,1995.072,Alex Katz,,Landscape with Mountains,ca. 1957,1995,Oil on masonite,"oil paint (paint) AAT:(300015050), Masonite (TM) AAT:(300014205)",32 in. x 48 in. (81.28 cm x 121.92 cm),,Gift of the Artist,
4126,1995.073,Alex Katz,,Interior Scene,1950,1995,Oil on masonite,"oil paint (paint) AAT:(300015050), Masonite (TM) AAT:(300014205)",24 in. x 18 in. (60.96 cm x 45.72 cm),,Gift of the Artist,
4127,1995.074,Alex Katz,,Ada in a Purple Dress (Ada in Ives Field),1958-1959,1995,Oil on masonite,"oil paint (paint) AAT:(300015050), Masonite (TM) AAT:(300014205)",36 3/8 in. x 24 5/8 in. (92.39 cm x 62.55 cm),,Gift of the Artist,
4128,1995.075,Alex Katz,,Two Horses,ca. 1948,1995,Oil on canvas,"oil paint (paint) AAT:(300015050), canvas AAT:(300014078)",17 1/2 in. x 30 in. (44.45 cm x 76.2 cm),,Gift of the Artist,
4129,1995.076,Alex Katz,,Three Figures On a Subway,ca. 1948,1995,Oil on masonite,"oil paint (paint) AAT:(300015050), Masonite (TM) AAT:(300014205)",13 1/2 in. x 29 in. (34.29 cm x 73.66 cm),,Gift of the Artist,
4130,1995.077,Alex Katz,,Cityscape,1948,1995,Oil on canvas,"oil paint (paint) AAT:(300015050), canvas AAT:(300014078)",18 in. x 30 in. (45.72 cm x 76.2 cm),,Gift of the Artist,
4131,1995.078,Alex Katz,,Flowers On a White Chair,1955,1995,Oil on masonite,"oil paint (paint) AAT:(300015050), Masonite (TM) AAT:(300014205)",42 in. x 20 in. (106.68 cm x 50.8 cm),,Gift of the Artist,
4132,1995.079,Alex Katz,,Flowers,1953,1995,Oil on masonite,"oil paint (paint) AAT:(300015050), Masonite (TM) AAT:(300014205)",23 3/4 in. x 23 3/4 in. (60.33 cm x 60.33 cm),,Gift of the Artist,
4133,1995.080,Alex Katz,,"Man with Hat, Fence Behind Him, in Park",1964,1995,Oil on masonite,"oil paint (paint) AAT:(300015050), Masonite (TM) AAT:(300014205)",9 5/16 in. x 13 1/2 in. (23.65 cm x 34.29 cm),,Gift of the Artist,
4134,1995.081,Alex Katz,,"Study for ""Lawn Party""",1965,1995,Oil on masonite,"oil paint (paint) AAT:(300015050), Masonite (TM) AAT:(300014205)",12 in. x 14 in. (30.48 cm x 35.56 cm),,Gift of the Artist,
4135,1995.082,Alex Katz,,Study for His Behind the Back Pass,1978,1995,Oil on masonite,"oil paint (paint) AAT:(300015050), Masonite (TM) AAT:(300014205)",9 in. x 12 in. (22.86 cm x 30.48 cm),,Gift of the Artist,
4136,1995.083,Alex Katz,,Woman Reading On a Beach,1977,1995,Oil on masonite,"oil paint (paint) AAT:(300015050), Masonite (TM) AAT:(300014205)",9 in. x 12 in. (22.86 cm x 30.48 cm),,Gift of the Artist,
4137,1995.084,Alex Katz,,"Study for ""Round Hill""",1976,1995,Oil on masonite,"oil paint (paint) AAT:(300015050), Masonite (TM) AAT:(300014205)",12 in. x 14 in. (30.48 cm x 35.56 cm),,Gift of the Artist,
4138,1995.085,Alex Katz,,Late Afternoon 1,1990,1995,Oil on masonite,"oil paint (paint) AAT:(300015050), Masonite (TM) AAT:(300014205)",6 1/4 in. x 20 in. (15.88 cm x 50.8 cm),,Gift of the Artist,
4139,1995.086,Alex Katz,,"Study for ""Varick""",1988,1995,Oil on masonite,"oil paint (paint) AAT:(300015050), Masonite (TM) AAT:(300014205)",7 1/4 in. x 11 1/2 in. (18.42 cm x 29.21 cm),,Gift of the Artist,
4140,1995.087,Alex Katz,,"Study for ""Pine Reflection""",1991,1995,Oil on masonite,"oil paint (paint) AAT:(300015050), Masonite (TM) AAT:(300014205)",11 3/4 in. x 9 in. (29.85 cm x 22.86 cm),,Gift of the Artist,
4141,1995.088,Alex Katz,,Trees Against Dark Blue Sky,1982,1995,Oil on masonite,"oil paint (paint) AAT:(300015050), Masonite (TM) AAT:(300014205)",12 in. x 9 in. (30.48 cm x 22.86 cm),,Gift of the Artist,
4142,1995.089,Alex Katz,,Birch Trees Against Bright Green Background,1991,1995,Oil on masonite,"oil paint (paint) AAT:(300015050), Masonite (TM) AAT:(300014205)",7 1/2 in. x 16 in. (19.05 cm x 40.64 cm),,Gift of the Artist,
4143,1995.090,Alex Katz,Color Craft Press,Ada with Sunglasses,1970,1995,"Offset lithograph, 2 colors on White Wove Paper","offset lithographs AAT:(300192896), wove paper AAT:(300014187)",27 1/8 in. x 19 1/8 in. (68.9 cm x 48.58 cm),,Gift of the Artist,
4144,1995.091,Alex Katz,,Jack's Fancy Fruit and Veg.,1951-1952,1995,Oil on masonite,"oil paint (paint) AAT:(300015050), Masonite (TM) AAT:(300014205)",36 in. x 16 in. (91.44 cm x 40.64 cm),,Gift of the Artist,
4145,1995.092,Alex Katz,,Rudy,1979,1995,Oil on aluminum,"oil paint (paint) AAT:(300015050), aluminum (metal) AAT:(300011015)",72 in. x 10 in. (182.88 cm x 25.4 cm),,Gift of the Artist,
4146,1995.093,Alex Katz,,Wedding,1969-1970,1995,Oil on aluminum,"oil paint (paint) AAT:(300015050), aluminum (metal) AAT:(300011015)",74 in. x 96 in. x 96 in. (187.96 cm x 243.84 cm x 243.84 cm),,Gift of the Artist,
4147,1995.094,Alex Katz,,Blackie,1959,1995,Oil on canvas and wood,"oil paint (paint) AAT:(300015050), canvas AAT:(300014078), wood (plant material) AAT:(300011914)",32 3/4 in. (83.19 cm),,Gift of the Artist,
4148,1995.095,Alex Katz,,Judy 1,1982,1995,Oil on aluminum,"oil paint (paint) AAT:(300015050), aluminum (metal) AAT:(300011015)",36 1/4 in. x 4 in. (92.08 cm x 10.16 cm),,Gift of the Artist,
4149,1995.096,Alex Katz,,Edwin Standing,1964,1995,Oil on panel,"oil paint (paint) AAT:(300015050), panels (wood) AAT:(300014657)",25 1/8 in. x 23 1/2 in. (63.82 cm x 59.69 cm),,Gift of the Artist,
4150,1995.097,Alex Katz,,Seven People,1975,1995,Oil on aluminum,"oil paint (paint) AAT:(300015050), aluminum (metal) AAT:(300011015)",55 in. x 146 in. (139.7 cm x 370.84 cm),,Gift of the Artist,
4151,1995.098,Alex Katz,,Milly and Sally,1984,1995,Oil on aluminum,"oil paint (paint) AAT:(300015050), aluminum (metal) AAT:(300011015)",72 in. x 48 in. (182.88 cm x 121.92 cm),,Gift of the Artist,
4152,1995.099,Alex Katz,,Basketball,1991,1995,Chalk on brown paper,"chalk AAT:(300011727), paper (fiber product) AAT:(300014109)",82 5/16 in. x 127 1/2 in. (209.07 cm x 323.85 cm),,Gift of the Artist,
4153,1995.100,Alex Katz,,Bridge,1990,1995,Chalk on brown paper,"chalk AAT:(300011727), paper (fiber product) AAT:(300014109)",71 3/4 in. x 89 in. (182.25 cm x 226.06 cm),,Gift of the Artist,
4154,1995.101,Alex Katz,,Night Nude,1989,1995,Chalk on paper,"chalk AAT:(300011727), paper (fiber product) AAT:(300014109)",52 in. x 99 in. (132.08 cm x 251.46 cm),,Gift of the Artist,
4155,1995.102,Alex Katz,,Blue Coat,1990,1995,Chalk on brown paper,"chalk AAT:(300011727), paper (fiber product) AAT:(300014109)",95 3/4 in. x 51 in. (243.21 cm x 129.54 cm),,Gift of the Artist,
4156,1995.103,Alex Katz,,Vincent,1990,1995,Charcoal on brown paper,"charcoal (material) AAT:(300012862), paper (fiber product) AAT:(300014109)",39 3/4 in. x 30 in. (100.97 cm x 76.2 cm),,Gift of the Artist,
4157,1995.104,Alex Katz,,Connie,1988,1995,Pencil on paper,"graphite (mineral) AAT:(300011098), paper (fiber product) AAT:(300014109)",15 in. x 22 in. (38.1 cm x 55.88 cm),,Gift of the Artist,
4158,1995.105,Alex Katz,,"Yvonne From ""Rudy and Yvonne""",1977,1995,Pencil on paper,"graphite (mineral) AAT:(300011098), paper (fiber product) AAT:(300014109)",12 in. x 13 in. (30.48 cm x 33.02 cm),,Gift of the Artist,
4159,1995.106,Alex Katz,,Squint,1986,1995,Pencil on paper,"graphite (mineral) AAT:(300011098), paper (fiber product) AAT:(300014109)",15 in. x 22 in. (38.1 cm x 55.88 cm),,Gift of the Artist,
4160,1995.107,Alex Katz,,Ada,1990,1995,Pencil on paper,"graphite (mineral) AAT:(300011098), paper (fiber product) AAT:(300014109)",15 in. x 22 in. (38.1 cm x 55.88 cm),,Gift of the Artist,
4161,1995.108,Alex Katz,,Vivien,1994,1995,Pencil on paper:,"graphite (mineral) AAT:(300011098), paper (fiber product) AAT:(300014109)",22 in. x 15 in. (55.88 cm x 38.1 cm),,Gift of the Artist,
4162,1995.109,Alex Katz,,Roger,1977,1995,Pencil on paper,"graphite (mineral) AAT:(300011098), paper (fiber product) AAT:(300014109)",15 in. x 22 in. (38.1 cm x 55.88 cm),,Gift of the Artist,
4163,1995.110,Alex Katz,,Pamela,1987,1995,Pencil on paper,"graphite (mineral) AAT:(300011098), paper (fiber product) AAT:(300014109)",22 in. x 15 in. (55.88 cm x 38.1 cm),,Gift of the Artist,
4164,1995.111,Alex Katz,,Naz,1979,1995,Pencil on paper,"graphite (mineral) AAT:(300011098), paper (fiber product) AAT:(300014109)",22 in. x 15 in. (55.88 cm x 38.1 cm),,Gift of the Artist,
4165,1995.112,Alex Katz,,Ada's Hands,1987,1995,Pencil on paper,"graphite (mineral) AAT:(300011098), paper (fiber product) AAT:(300014109)",15 in. x 22 in. (38.1 cm x 55.88 cm),,Gift of the Artist,
4166,1995.113,Alex Katz,,Janna,1979,1995,Pencil on paper,"graphite (mineral) AAT:(300011098), paper (fiber product) AAT:(300014109)",15 in. x 22 in. (38.1 cm x 55.88 cm),,Gift of the Artist,
4167,1995.114,Alex Katz,,Anni and Eric,1983,1995,Pencil on paper,"graphite (mineral) AAT:(300011098), paper (fiber product) AAT:(300014109)",15 in. x 22 in. (38.1 cm x 55.88 cm),,Gift of the Artist,
4168,1995.115,Alex Katz,,Rudy,1977,1995,Pencil on paper,"graphite (mineral) AAT:(300011098), paper (fiber product) AAT:(300014109)",22 in. x 15 in. (55.88 cm x 38.1 cm),,Gift of the Artist,
4169,1995.116,Alex Katz,,Sneaker,,1995,Pencil on paper,"graphite (mineral) AAT:(300011098), paper (fiber product) AAT:(300014109)",15 in. x 22 in. (38.1 cm x 55.88 cm),,Gift of the Artist,
4170,1995.117,Alex Katz,,Sydney,1975,1995,Pencil on paper,"graphite (mineral) AAT:(300011098), paper (fiber product) AAT:(300014109)",15 in. x 21 1/2 in. (38.1 cm x 54.61 cm),,Gift of the Artist,
4171,1995.118,Alex Katz,,Rollins,1981,1995,Pencil on paper,"graphite (mineral) AAT:(300011098), paper (fiber product) AAT:(300014109)",15 in. x 22 1/2 in. (38.1 cm x 57.15 cm),,Gift of the Artist,
4172,1995.119,Alex Katz,,Nell,1986,1995,Pencil on paper,"graphite (mineral) AAT:(300011098), paper (fiber product) AAT:(300014109)",12 in. x 22 in. (30.48 cm x 55.88 cm),,Gift of the Artist,
4173,1995.120,Alex Katz,,Ali,1983,1995,Pencil on paper,"graphite (mineral) AAT:(300011098), paper (fiber product) AAT:(300014109)",22 in. x 15 in. (55.88 cm x 38.1 cm),,Gift of the Artist,
4174,1995.121,Alex Katz,,Annabel,1983,1995,Pencil on paper,"graphite (mineral) AAT:(300011098), paper (fiber product) AAT:(300014109)",12 in. x 10 1/2 in. (30.48 cm x 26.67 cm),,Gift of the Artist,
4175,1995.122,Alex Katz,,Jayne Anne,1983,1995,Pencil on paper,"graphite (mineral) AAT:(300011098), paper (fiber product) AAT:(300014109)",12 1/2 in. x 10 1/2 in. (31.75 cm x 26.67 cm),,Gift of the Artist,
4176,1995.123,Alex Katz,,Mac,1983,1995,Pencil on paper,"graphite (mineral) AAT:(300011098), paper (fiber product) AAT:(300014109)",12 in. x 10 1/2 in. (30.48 cm x 26.67 cm),,Gift of the Artist,
4177,1995.124,Alex Katz,,Francis,1983,1995,Pencil on paper,"graphite (mineral) AAT:(300011098), paper (fiber product) AAT:(300014109)",12 in. x 10 1/2 in. (30.48 cm x 26.67 cm),,Gift of the Artist,
4178,1995.125,Alex Katz,,Serena,1983,1995,Pencil on paper,"graphite (mineral) AAT:(300011098), paper (fiber product) AAT:(300014109)",12 1/4 in. x 10 1/2 in. (31.12 cm x 26.67 cm),,Gift of the Artist,
4179,1995.126,Alex Katz,,Vicki,1983,1995,Pencil on paper,"graphite (mineral) AAT:(300011098), paper (fiber product) AAT:(300014109)",12 in. x 10 1/2 in. (30.48 cm x 26.67 cm),,Gift of the Artist,
4180,1995.127,Alex Katz,,Julian,1983,1995,Pencil on paper,"graphite (mineral) AAT:(300011098), paper (fiber product) AAT:(300014109)",12 in. x 10 1/2 in. (30.48 cm x 26.67 cm),,Gift of the Artist,
4181,1995.128,Alex Katz,,Ron,1983,1995,Pencil on paper,"graphite (mineral) AAT:(300011098), paper (fiber product) AAT:(300014109)",12 in. x 10 1/2 in. (30.48 cm x 26.67 cm),,Gift of the Artist,
4182,1995.129,Alex Katz,,Alain,1983,1995,Pencil on paper,"graphite (mineral) AAT:(300011098), paper (fiber product) AAT:(300014109)",12 in. x 10 1/2 in. (30.48 cm x 26.67 cm),,Gift of the Artist,
4183,1995.130,Alex Katz,,Rudy,1983,1995,Pencil on paper,"graphite (mineral) AAT:(300011098), paper (fiber product) AAT:(300014109)",12 in. x 10 1/2 in. (30.48 cm x 26.67 cm),,Gift of the Artist,
4184,1995.131,Alex Katz,,Nabil,1983,1995,Pencil on paper,"graphite (mineral) AAT:(300011098), paper (fiber product) AAT:(300014109)",12 in. x 10 1/2 in. (30.48 cm x 26.67 cm),,Gift of the Artist,
4185,1995.132,Alex Katz,,Cynthia,1983,1995,Pencil on paper,"graphite (mineral) AAT:(300011098), paper (fiber product) AAT:(300014109)",12 in. x 10 1/2 in. (30.48 cm x 26.67 cm),,Gift of the Artist,
4186,1995.133,Alex Katz,,Jim,,1995,Pencil on paper,"graphite (mineral) AAT:(300011098), paper (fiber product) AAT:(300014109)",20 1/4 in. x 24 3/4 in. (51.44 cm x 62.87 cm),,Gift of the Artist,
4187,1995.134,Alex Katz,,"Ron, Sandy, and Eric #33",1984,1995,Pencil on paper,"graphite (mineral) AAT:(300011098), paper (fiber product) AAT:(300014109)",37 1/2 in. x 24 3/4 in. (95.25 cm x 62.87 cm),,Gift of the Artist,
4188,1995.135,Alex Katz,,John,1975,1995,Pencil on paper,"graphite (mineral) AAT:(300011098), paper (fiber product) AAT:(300014109)",22 in. x 29 3/4 in. (55.88 cm x 75.57 cm),,Gift of the Artist,
4189,1995.136,Alex Katz,,Trees,1953,1995,Brush and ink on paper,"ink AAT:(300015012), paper (fiber product) AAT:(300014109)",8 1/2 in. x 11 in. (21.59 cm x 27.94 cm),,Gift of the Artist,
4190,1995.137,Alex Katz,,Buildings with Trees Beyond,,1995,Pen and crayon on paper,"ink AAT:(300015012), crayons (drawing material) AAT:(300022415), paper (fiber product) AAT:(300014109)",11 5/8 in. x 14 13/16 in. (29.53 cm x 37.62 cm),,Gift of the Artist,
4191,1995.138,Alex Katz,,Studio Interior with Jean Cohen,1954-1955,1995,Pen and ink on paper,"ink AAT:(300015012), ink AAT:(300015012), paper (fiber product) AAT:(300014109)",13 3/4 in. x 16 3/4 in. (34.93 cm x 42.55 cm),,Gift of the Artist,
4192,1995.139,Alex Katz,,Landscape with Buildings,1953,1995,Pen and ink on paper,"ink AAT:(300015012), ink AAT:(300015012), paper (fiber product) AAT:(300014109)",8 1/2 in. x 11 in. (21.59 cm x 27.94 cm),,Gift of the Artist,
4193,1995.140,Alex Katz,,Seated Boy,1954,1995,Pen and ink on paper,"ink AAT:(300015012), ink AAT:(300015012), paper (fiber product) AAT:(300014109)",,,Gift of the Artist,
4194,1995.141,Alex Katz,,"Study for ""Cocktail Party'",1965,1995,Pencil on paper,"graphite (mineral) AAT:(300011098), paper (fiber product) AAT:(300014109)",8 5/8 in. x 11 1/2 in. (21.91 cm x 29.21 cm),,Gift of the Artist,
4195,1995.142,Alex Katz,,Portrait of a Man Holding a Telephone,ca. 1969,1995,Pencil on paper,"graphite (mineral) AAT:(300011098), paper (fiber product) AAT:(300014109)",8 7/8 in. x 11 1/4 in. (22.54 cm x 28.58 cm),,Gift of the Artist,
4196,1995.143,Alex Katz,,Subway Series,ca. 1946-1949,1995,Pen and ink on paper,"ink AAT:(300015012), ink AAT:(300015012), paper (fiber product) AAT:(300014109)",4 7/8 in. x 7 7/8 in. (12.38 cm x 20 cm),,Gift of the Artist,
4197,1995.144,Alex Katz,,"Study for ""Cocktail Party""",1965,1995,Pencil on paper,"graphite (mineral) AAT:(300011098), paper (fiber product) AAT:(300014109)",8 1/2 in. x 11 1/2 in. (21.59 cm x 29.21 cm),,Gift of the Artist,
4198,1995.145,Alex Katz,,Two Figures Standing Near Water,ca. late 1955-1959,1995,Pencil on paper,"graphite (mineral) AAT:(300011098), paper (fiber product) AAT:(300014109)",5 in. x 8 in. (12.7 cm x 20.32 cm),,Gift of the Artist,
4199,1995.146,Alex Katz,,Three Standing Figures and a Clamdigger,ca. late 1955-1959,1995,Pencil on paper,"graphite (mineral) AAT:(300011098), paper (fiber product) AAT:(300014109)",5 in. x 8 in. (12.7 cm x 20.32 cm),,Gift of the Artist,
4200,1995.147,Alex Katz,,Clam Digger with Tree in Background,ca. late 1955-1959,1995,Pencil on paper,"graphite (mineral) AAT:(300011098), paper (fiber product) AAT:(300014109)",5 in. x 8 in. (12.7 cm x 20.32 cm),,Gift of the Artist,
4201,1995.148,Alex Katz,,Clam Digger,ca. late 1955-1959,1995,Pencil on paper,"graphite (mineral) AAT:(300011098), paper (fiber product) AAT:(300014109)",5 in. x 8 in. (12.7 cm x 20.32 cm),,Gift of the Artist,
4202,1995.149,Alex Katz,,Subway Series,ca. 1946-1949,1995,Pen and ink on paper,"ink AAT:(300015012), ink AAT:(300015012), paper (fiber product) AAT:(300014109)",4 7/8 in. x 7 7/8 in. (12.38 cm x 20 cm),,Gift of the Artist,
4203,1995.150,Alex Katz,,Three Clam Diggers with Standing Man in Foreground,1950,1995,Pencil on paper,"graphite (mineral) AAT:(300011098), paper (fiber product) AAT:(300014109)",5 in. x 8 in. (12.7 cm x 20.32 cm),,Gift of the Artist,
4204,1995.151,Alex Katz,,"Study for ""Swamp Maple, 4:30"" (Recto)",1950,1995,Pencil on paper,"graphite (mineral) AAT:(300011098), paper (fiber product) AAT:(300014109)",11 3/4 in. x 8 3/4 in. (29.85 cm x 22.23 cm),,Gift of the Artist,
4205,1995.152,Alex Katz,,Study for Late July,ca. 1967,1995,Pencil on paper,"graphite (mineral) AAT:(300011098), paper (fiber product) AAT:(300014109)",6 1/8 in. x 8 in. (15.56 cm x 20.32 cm),,Gift of the Artist,
4206,1995.153,Alex Katz,,Study for Swamp Maple,1968,1995,Pencil on paper,"graphite (mineral) AAT:(300011098), paper (fiber product) AAT:(300014109)",11 7/8 in. x 9 in. (30.16 cm x 22.86 cm),,Gift of the Artist,
4207,1995.154,Alex Katz,,Trees,,1995,Brush and ink on paper,"ink AAT:(300015012), paper (fiber product) AAT:(300014109)",8 1/2 in. x 11 in. (21.59 cm x 27.94 cm),,Gift of the Artist,
4208,1995.155,Alex Katz,,Beach Scene (Recto),c .1946-1949,1995,Pen and ink on paper,"ink AAT:(300015012), ink AAT:(300015012), paper (fiber product) AAT:(300014109)",4 7/8 in. x 8 in. (12.38 cm x 20.32 cm),,Gift of the Artist,
